VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EB7N,King,Kent,WA,98031,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,212091302,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306
WVGGNPE22N,King,Redmond,WA,98052,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,209566346,POINT (-122.122018 47.678465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
1N4BZ1BV8N,King,Seattle,WA,98144,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,209597384,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400
5YJ3E1EB7N,King,Federal Way,WA,98023,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30,186247743,POINT (-122.362029 47.308531),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030310
1N4AZ0CP5D,Pierce,Tacoma,WA,98403,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,27,212211401,POINT (-122.45691 47.26496),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060600
5YJ3E1EC4M,Clallam,Sequim,WA,98382,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,24,169681354,POINT (-123.10367 48.07965),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009001902
5YJ3E1EB8K,Kitsap,Bremerton,WA,98312,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,35,177558020,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,53035080600
5YJSA1E28M,King,Shoreline,WA,98155,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,196783009,POINT (-122.303324 47.756486),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020500
5YJ3E1EBXN,Pierce,Tacoma,WA,98404,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27,187332659,POINT (-122.41249 47.21584),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940006
5YJ3E1EB0N,King,Auburn,WA,98001,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,207324106,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029805
1N4AZ0CPXD,Spokane,Nine Mile Falls,WA,99026,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,6,238351599,POINT (-117.605176 47.800869),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010404
5YJ3E1EB0J,Pierce,Bonney Lake,WA,98391,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,31,257034620,POINT (-122.17144 47.19175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070208
1G1FW6S01H,Thurston,Olympia,WA,98501,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,135702318,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011200
JHMZC5F30J,King,Bellevue,WA,98006,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,41,341424289,POINT (-122.151342 47.560192),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902
1G1FX6S05J,Grays Harbor,Aberdeen,WA,98520,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,19,170901986,POINT (-123.818061 46.986116),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000900
7SAYGAEE5N,King,Renton,WA,98059,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,195219650,POINT (-122.132064 47.494834),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031913
5YJ3E1EA1J,King,Bellevue,WA,98004,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,315135705,POINT (-122.203169 47.619011),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
5YJYGDEE7M,Benton,Kennewick,WA,99336,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,8,169393640,POINT (-119.11698 46.20804),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005011201
5YJ3E1EB4J,Clark,Vancouver,WA,98662,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,17,475981950,POINT (-122.576308 45.677838),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709
JN1AZ0CP9C,Whatcom,Bellingham,WA,98229,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,40,201138836,POINT (-122.414936 48.709388),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000902
5YJ3E1EB9L,King,Bellevue,WA,98004,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,48,4895075,POINT (-122.203169 47.619011),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805
WA1VABGE4K,Chelan,Leavenworth,WA,98826,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,12,109917258,POINT (-120.730403 47.749932),PUD NO 1 OF CHELAN COUNTY,53007960203
1G1RC6S58H,King,Seattle,WA,98133,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,32,102194935,POINT (-122.343983 47.739969),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402
5YJ3E1EB2L,Pierce,Bonney Lake,WA,98391,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,31,105005582,POINT (-122.17144 47.19175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070209
KM8K33AG6M,King,Seattle,WA,98115,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,171187803,POINT (-122.297534 47.685291),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600
7SAYGDEF6N,King,Newcastle,WA,98056,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,208663619,POINT (-122.183961 47.510245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001
5YJSA1E23G,King,Issaquah,WA,98027,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,41,476209422,POINT (-122.010741 47.506838),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006
5YJXCBE48G,King,Woodinville,WA,98072,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,45,102401813,POINT (-122.132064 47.759381),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032311
1N4AZ0CP7D,King,Woodinville,WA,98072,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,45,219027756,POINT (-122.132064 47.759381),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032311
5YJ3E1EB2M,King,Kent,WA,98031,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,139597181,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407
5YJYGAEE1M,King,Bothell,WA,98011,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,142102803,POINT (-122.197147 47.757791),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021803
KNDRMDLH2N,King,Redmond,WA,98053,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,45,183056758,POINT (-122.024951 47.670286),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332
KNDCC3LG5N,King,Seattle,WA,98125,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,187591897,POINT (-122.3026 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001202
3MW5P7J04N,King,Redmond,WA,98052,2022,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,48,204733441,POINT (-122.122018 47.678465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032331
2C4RC1L75J,King,Renton,WA,98059,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,5,209325084,POINT (-122.132064 47.494834),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025104
YV4ED3UR4M,King,Seattle,WA,98102,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,149336876,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100
5YJSA1E29H,King,Redmond,WA,98052,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,45,176762547,POINT (-122.122018 47.678465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
1N4AZ0CP2E,Pierce,Gig Harbor,WA,98329,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,26,160112557,POINT (-122.718893 47.376283),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072601
KMHE14L21H,Chelan,Wenatchee,WA,98801,2017,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,0,12,179470693,POINT (-120.336499 47.425146),PUD NO 1 OF CHELAN COUNTY,53007960700
1N4BZ1BV2M,King,Seattle,WA,98118,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,168594198,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010200
3FMTK3SUXN,Snohomish,Mountlake Terrace,WA,98043,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,204907377,POINT (-122.306552 47.792041),PUGET SOUND ENERGY INC,53061051100
3FA6P0SU5L,King,Auburn,WA,98001,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,30,194663836,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029805
5YJ3E1EA0J,King,Bellevue,WA,98005,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,111492279,POINT (-122.168422 47.614824),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805
1FADP5CU5G,Clark,Vancouver,WA,98665,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,49,205408472,POINT (-122.656803 45.682725),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041007
7SAYGDEE8N,King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,193693314,POINT (-122.122018 47.678465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032331
WVWPP7AU1G,King,Auburn,WA,98092,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,31,475291603,POINT (-122.17663 47.32326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031000
1G1RD6E47E,Snohomish,Bothell,WA,98021,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,1,222171736,POINT (-122.212105 47.792368),PUGET SOUND ENERGY INC,53061051938
KNDCE3LG8K,Douglas,East Wenatchee,WA,98802,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,12,103512237,POINT (-120.241485 47.454995),PUD NO 1 OF DOUGLAS COUNTY,53017950700
7SAYGDEE7N,Snohomish,Mukilteo,WA,98275,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,192400470,POINT (-122.302507 47.911921),PUGET SOUND ENERGY INC,53061042005
5YJXCBE28J,King,Bellevue,WA,98006,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,41,123676591,POINT (-122.151342 47.560192),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902
5YJSA1E24F,King,Lake Forest Park,WA,98155,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,46,115371882,POINT (-122.303324 47.756486),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021500
5YJ3E1EB3K,King,Kirkland,WA,98033,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,48,293541671,POINT (-122.188994 47.678406),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703
1N4AZ0CP4F,Pierce,Auburn,WA,98092,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,31,255795718,POINT (-122.17663 47.32326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070316
KL8CK6S03G,King,North Bend,WA,98045,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,5,112950239,POINT (-121.668459 47.426482),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704
1G1RB6S56H,King,Kent,WA,98042,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,5,6562447,POINT (-122.116674 47.363112),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031800
5YJXCBE25K,King,Bellevue,WA,98006,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,41,262695926,POINT (-122.151342 47.560192),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902
7SAYGDEEXN,Snohomish,Mill Creek,WA,98012,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,212133526,POINT (-122.201515 47.843376),PUGET SOUND ENERGY INC,53061052004
1G1FZ6S00L,Skagit,Sedro-Woolley,WA,98284,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,39,127254151,POINT (-122.120008 48.522006),PUGET SOUND ENERGY INC,53057951502
1G1FZ6S05K,Kitsap,Poulsbo,WA,98370,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,23,475437938,POINT (-122.633393 47.748427),PUGET SOUND ENERGY INC,53035090201
1G1FZ6S03P,Mason,Shelton,WA,98584,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,218166413,POINT (-123.10565 47.21248),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960700
5YJ3E1EA3M,Snohomish,Everett,WA,98208,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,38,134933123,POINT (-122.19615 47.894423),PUGET SOUND ENERGY INC,53061041605
7JRBR0FZ2N,Pierce,University Place,WA,98466,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,28,198676936,POINT (-122.5338 47.23594),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072309
5YJ3E1EB5K,King,Seattle,WA,98116,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,34,478095194,POINT (-122.394511 47.574001),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009701
5YJ3E1EA7L,King,Vashon,WA,98070,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,34,180329950,POINT (-122.469161 47.415443),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027701
WDDVP9AB4E,King,Seattle,WA,98112,2014,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,37,285685599,POINT (-122.30716 47.62687),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700
7SAYGDEF9N,King,Pacific,WA,98047,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30,197357884,POINT (-122.24933 47.268259),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030902
5YJ3E1EB1K,King,Redmond,WA,98053,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,45,320893828,POINT (-122.024951 47.670286),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328
KNDRJDLH3N,Clark,Brush Prairie,WA,98606,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,17,207707741,POINT (-122.469864 45.732426),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713
5YJYGDEE3M,King,Sammamish,WA,98075,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,132724525,POINT (-122.028168 47.586173),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217
5YJ3E1EA7J,Pierce,Tacoma,WA,98444,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,29,165985480,POINT (-122.447791 47.1543),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071503
JA4J24A57J,King,Seattle,WA,98103,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,43,197670896,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800
KNDC34LB1N,Thurston,Olympia,WA,98501,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,200489621,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010300
5YJ3E1EB8N,Thurston,Lacey,WA,98513,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,192400547,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,53067011622
5YJ3E1EBXN,King,Redmond,WA,98052,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,195418016,POINT (-122.122018 47.678465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032331
JTMAB3FVXM,Clark,Vancouver,WA,98664,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,49,148328211,POINT (-122.577964 45.62094),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041205
1N4AZ1CP5K,Snohomish,Everett,WA,98203,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,38,475774841,POINT (-122.227707 47.943014),PUGET SOUND ENERGY INC,53061041201
5YJSA1E25F,Thurston,Olympia,WA,98506,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,22,129126371,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
5YJYGDEEXM,King,Woodinville,WA,98072,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,136897575,POINT (-122.132064 47.759381),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032326
7FCEHDB7XN,Kitsap,Bremerton,WA,98312,2022,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,207719865,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,53035092101
JHMZC5F37L,King,Bothell,WA,98011,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,1,110069550,POINT (-122.197147 47.757791),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001
5YJSA1E24L,Island,Oak Harbor,WA,98277,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,10,175579981,POINT (-122.63841 48.310313),PUGET SOUND ENERGY INC,53029970300
1G1RB6E47F,Grant,Mattawa,WA,99349,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,13,132502989,POINT (-119.9 46.73777),PUD NO 2 OF GRANT COUNTY,53025011406
WA1E2AFY8M,King,Seattle,WA,98136,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,34,144791223,POINT (-122.388955 47.537382),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011500
WA1E2AFY0L,Pierce,Tacoma,WA,98407,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,27,102963388,POINT (-122.51766 47.27779),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060500
KNDJX3AEXJ,King,Kenmore,WA,98028,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,46,294597187,POINT (-122.246193 47.755504),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101
5YJ3E1EC9L,King,Redmond,WA,98053,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,45,104858799,POINT (-122.024951 47.670286),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328
5YJ3E1EA9N,King,Sammamish,WA,98074,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,185652946,POINT (-122.042724 47.623594),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215
5YJ3E1EA9J,King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,153944234,POINT (-122.188994 47.678406),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
1G1FZ6S01K,Skagit,Mount Vernon,WA,98274,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,10,115555030,POINT (-122.250701 48.368138),PUGET SOUND ENERGY INC,53057952403
5YJ3E1EB4N,Pierce,Puyallup,WA,98374,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,213437304,POINT (-122.28449 47.146),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073129
